content_url,term,engagement rate,content_type,content_id
https://giphy.com/gifs/vizRuXV0LeKKh1OKtC,philosophy,0.00,GIF,vizRuXV0LeKKh1OKtC
https://giphy.com/gifs/vizRuXV0LeKKh1OKtC,philosophical,0.00,GIF,vizRuXV0LeKKh1OKtC
https://giphy.com/gifs/vi0M1tEGCT5kECh36E,dao,0.00,GIF,vi0M1tEGCT5kECh36E
https://giphy.com/gifs/ApPEf7mktTnqhfhA8Q,insurance,0.00,GIF,ApPEf7mktTnqhfhA8Q
https://giphy.com/gifs/G5m4cgrgexxKRuzNNV,swap,0.05,GIF,G5m4cgrgexxKRuzNNV
https://giphy.com/gifs/PfreniiETTezPxWyyR,website,0.00,GIF,PfreniiETTezPxWyyR
https://giphy.com/gifs/i5pydxvTOrPVN08kKF,hemp,0.00,GIF,i5pydxvTOrPVN08kKF
https://giphy.com/gifs/VI5PolUR0eMs3PvBWK,vape,0.98,GIF,VI5PolUR0eMs3PvBWK
https://giphy.com/gifs/RV8JWVE4AgGZDX5thL,address,0.75,GIF,RV8JWVE4AgGZDX5thL
https://giphy.com/gifs/TpXVHVzdVzcoLoeo1m,cloth,0.00,GIF,TpXVHVzdVzcoLoeo1m
https://giphy.com/gifs/bRL4coK4YRdugl6tmi,website,0.00,GIF,bRL4coK4YRdugl6tmi
https://giphy.com/gifs/rTxVelIunWEWzB5pqU,stud,0.00,GIF,rTxVelIunWEWzB5pqU
https://giphy.com/gifs/rTxVelIunWEWzB5pqU,setting,0.00,GIF,rTxVelIunWEWzB5pqU
https://giphy.com/gifs/F5wHkEiQSPqcjLHH6r,paypal,0.20,GIF,F5wHkEiQSPqcjLHH6r
https://giphy.com/gifs/SknDMfLlK4Km5CWFMj,paypal,0.08,GIF,SknDMfLlK4Km5CWFMj
https://giphy.com/gifs/SknDMfLlK4Km5CWFMj,convenient,0.00,GIF,SknDMfLlK4Km5CWFMj
https://giphy.com/gifs/SknDMfLlK4Km5CWFMj,exchange,0.00,GIF,SknDMfLlK4Km5CWFMj
https://giphy.com/gifs/XA0McWoIiwleGmMgs6,onlyfans,0.62,GIF,XA0McWoIiwleGmMgs6
https://giphy.com/gifs/XA0McWoIiwleGmMgs6,adult,0.25,GIF,XA0McWoIiwleGmMgs6
https://giphy.com/gifs/XA0McWoIiwleGmMgs6,dimes,0.00,GIF,XA0McWoIiwleGmMgs6
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,attentionspan,100.00,GIF,yPvCYFUXSXAgSoG6MH
